Serial Number,NZDT,Latitude,Longitude,GPS Heading,GPS Speed
004-0005-00347,16/10/20 15:40:57,-37.5562527,175.4590881,9,1.24163236
004-0005-00347,16/10/20 15:40:56,-37.5562637,175.4590857,5,1.193438761
004-0005-00347,16/10/20 15:40:55,-37.5562743,175.4590836,0,1.380260748
004-0005-00347,16/10/20 15:40:54,-37.5562867,175.459083,0,1.290296091
004-0005-00347,16/10/20 15:40:53,-37.5562983,175.4590829,4,0.936660043
004-0005-00347,16/10/20 15:40:51,-37.5563151,175.4590814,0,1.40174466
004-0005-00347,16/10/20 15:40:50,-37.5563277,175.4590811,2,1.247762814
004-0005-00347,16/10/20 15:40:49,-37.5563389,175.4590803,3,1.181137285
004-0005-00347,16/10/20 15:40:48,-37.5563495,175.4590795,1,1.412646307
004-0005-00347,16/10/20 15:40:47,-37.5563622,175.4590794,2,1.30246029
004-0005-00347,16/10/20 15:40:46,-37.5563739,175.4590788,5,1.84211883
004-0005-00347,16/10/20 15:40:45,-37.5563904,175.459077,5,0.654493855
004-0005-00347,16/10/20 15:40:43,-37.5564021,175.4590754,3,1.175353045
004-0005-00347,16/10/20 15:40:42,-37.5564126,175.4590739,0,1.257667447
004-0005-00347,16/10/20 15:40:41,-37.5564239,175.4590734,0,1.312541548
004-0005-00347,16/10/20 15:40:40,-37.5564357,175.4590733,4,1.192792935
004-0005-00347,16/10/20 15:40:39,-37.5564464,175.4590724,5,1.958921726
004-0005-00347,16/10/20 15:40:38,-37.5564639,175.4590699,2,0.662753439
004-0005-00347,16/10/20 15:40:36,-37.5564758,175.4590691,3,1.124283103
004-0005-00347,16/10/20 15:40:35,-37.5564859,175.4590686,4,1.259975607
004-0005-00347,16/10/20 15:40:34,-37.5565093,175.4590663,2,1.170597015
004-0005-00347,16/10/20 15:40:33,-37.5565198,175.4590654,0,2.013259981
004-0005-00347,16/10/20 15:40:32,-37.5565379,175.4590654,1,1.301656941
004-0005-00485,16/10/20 16:12:28,-37.5534447,175.4591826,5,1.670735667
004-0005-00485,16/10/20 16:12:27,-37.5534596,175.4591802,4,1.05902742
004-0005-00485,16/10/20 16:12:26,-37.5534691,175.4591794,2,1.581449301
004-0005-00485,16/10/20 16:12:25,-37.5534833,175.4591785,5,0.855913463
004-0005-00485,16/10/20 16:12:23,-37.5534986,175.4591764,5,0.935822224
004-0005-00485,16/10/20 16:12:22,-37.553507,175.4591758,9,1.510721837
004-0005-00485,16/10/20 16:12:21,-37.5535204,175.459173,4,0.847280923
004-0005-00485,16/10/20 16:12:19,-37.5535356,175.4591717,358,1.596057816
004-0005-00485,16/10/20 16:12:18,-37.5535499,175.4591732,354,0.928920618
004-0005-00485,16/10/20 16:12:17,-37.5535581,175.4591752,357,0.67436693
004-0005-00485,16/10/20 16:12:15,-37.5535701,175.4591774,359,1.384744736
004-0005-00485,16/10/20 16:12:14,-37.5535825,175.4591788,5,0.990571516
004-0005-00485,16/10/20 16:12:13,-37.5535914,175.4591784,357,0.776659953
004-0005-00485,16/10/20 16:12:11,-37.5536053,175.4591801,355,0.780231007
004-0005-00485,16/10/20 16:12:09,-37.5536192,175.4591825,0,1.359314631
004-0005-00485,16/10/20 16:12:08,-37.5536314,175.4591816,2,0.971695006
004-0005-00485,16/10/20 16:12:07,-37.5536401,175.4591806,359,1.501705952
004-0005-00485,16/10/20 16:12:06,-37.5536536,175.4591804,1,0.624765795
004-0005-00485,16/10/20 16:12:04,-37.5536648,175.4591793,356,1.668656478
004-0005-00485,16/10/20 16:12:03,-37.5536798,175.4591796,3,0.4230148
004-0005-00485,16/10/20 16:12:01,-37.5536873,175.459178,2,1.509040992
004-0005-00485,16/10/20 16:12:00,-37.5537008,175.4591763,357,1.768641974
004-0005-00485,16/10/20 16:11:59,-37.5537167,175.4591765,358,0.695409348
004-0005-00485,16/10/20 16:11:57,-37.5537292,175.4591761,2,1.45806772
004-0005-00485,16/10/20 16:11:56,-37.5537423,175.4591755,1,0.739730768
004-0005-00485,16/10/20 16:11:54,-37.5537556,175.4591753,7,1.392779338
004-0005-00485,16/10/20 16:11:53,-37.553768,175.4591731,7,0.747817843
004-0005-00485,16/10/20 16:11:51,-37.5537813,175.4591706,2,1.991033474
004-0005-00485,16/10/20 16:11:50,-37.5537992,175.4591707,4,1.357118164
004-0005-00485,16/10/20 16:11:49,-37.5538114,175.4591709,6,1.873320398
004-0005-00485,16/10/20 16:11:48,-37.5538282,175.4591694,354,1.042830508
004-0005-00485,16/10/20 16:11:46,-37.5538468,175.4591724,344,1.661689271
004-0005-00485,16/10/20 16:11:45,-37.5538614,175.4591764,0,1.39315669
004-0005-00485,16/10/20 16:11:44,-37.5538739,175.4591774,2,0.840350206
004-0005-00485,16/10/20 16:11:42,-37.553889,175.4591767,14,1.600504346
004-0005-00485,16/10/20 16:11:41,-37.553903,175.4591725,6,0.430866553
004-0005-00485,16/10/20 16:11:39,-37.5539106,175.4591706,2,2.213491185
004-0005-00485,16/10/20 16:11:38,-37.5539305,175.4591705,1,1.816654103
004-0005-00485,16/10/20 16:11:37,-37.5539468,175.4591692,4,1.064364357
004-0005-00485,16/10/20 16:11:35,-37.5539658,175.4591663,12,1.406360912
004-0005-00485,16/10/20 16:11:34,-37.5539781,175.4591626,2,1.813131757
004-0005-00485,16/10/20 16:11:33,-37.5539944,175.4591628,2,1.3574607
004-0005-00485,16/10/20 16:11:32,-37.5540066,175.4591624,2,0.762242101
004-0005-00485,16/10/20 16:11:30,-37.5540203,175.4591619,0,1.925564262
004-0005-00485,16/10/20 16:11:29,-37.5540376,175.4591627,355,0.930269628
004-0005-00485,16/10/20 16:11:27,-37.5540543,175.4591639,357,1.669027928
004-0005-00485,16/10/20 16:11:26,-37.5540693,175.4591644,357,2.191510595
004-0005-00485,16/10/20 16:11:25,-37.554089,175.4591648,355,0.974941468
004-0005-00485,16/10/20 16:11:23,-37.5541065,175.4591661,0,0.912254528
004-0005-00485,16/10/20 16:11:21,-37.5541229,175.4591657,3,1.896145165
004-0005-00485,16/10/20 16:11:20,-37.5541399,175.4591641,356,1.034587252
004-0005-00485,16/10/20 16:11:19,-37.5541492,175.4591639,359,2.114264933
004-0005-00485,16/10/20 16:11:18,-37.5541682,175.4591646,354,1.640401272
004-0005-00485,16/10/20 16:11:17,-37.5541829,175.4591661,2,1.370418824
004-0005-00485,16/10/20 16:11:16,-37.5541952,175.4591652,3,1.057269892
004-0005-00485,16/10/20 16:11:14,-37.5542142,175.4591644,359,1.238442296
004-0005-00485,16/10/20 16:11:13,-37.5542253,175.4591655,2,2.038720106
004-0005-00485,16/10/20 16:11:12,-37.5542436,175.4591642,3,1.55761569
004-0005-00485,16/10/20 16:11:11,-37.5542576,175.4591638,1,1.040082757
004-0005-00485,16/10/20 16:11:09,-37.5542763,175.4591635,359,1.768641973
004-0005-00485,16/10/20 16:11:08,-37.5542922,175.4591633,0,1.646201531
004-0005-00485,16/10/20 16:11:07,-37.554307,175.4591633,3,1.614009221
004-0005-00485,16/10/20 16:11:06,-37.5543215,175.4591626,9,0.609044651
004-0005-00485,16/10/20 16:11:03,-37.5543375,175.4591579,356,2.002446589
004-0005-00485,16/10/20 16:11:02,-37.5543555,175.4591583,351,1.476366938
004-0005-00485,16/10/20 16:11:01,-37.5543686,175.459161,353,1.626839728
004-0005-00485,16/10/20 16:11:00,-37.5543832,175.4591621,359,0.672954884
004-0005-00485,16/10/20 16:10:58,-37.5543953,175.459162,0,1.663298225
004-0005-00485,16/10/20 16:10:57,-37.5544102,175.4591604,1,1.104177784
004-0005-00485,16/10/20 16:10:56,-37.55442,175.4591584,359,1.303292968
004-0005-00485,16/10/20 16:10:55,-37.5544317,175.4591576,1,1.479303098
004-0005-00485,16/10/20 16:10:54,-37.5544448,175.4591547,4,1.31445227
004-0005-00485,16/10/20 16:10:53,-37.5544565,175.4591526,2,0.864230648
004-0005-00485,16/10/20 16:10:51,-37.554472,175.4591512,357,2.027136986
004-0005-00485,16/10/20 16:10:50,-37.5544902,175.4591524,10,0.558291685
004-0005-00485,16/10/20 16:10:48,-37.5545001,175.4591503,13,1.976371308
004-0005-00485,16/10/20 16:10:47,-37.5545172,175.4591442,6,1.808126371
004-0005-00485,16/10/20 16:10:46,-37.5545334,175.4591425,1,0.923207616
004-0005-00485,16/10/20 16:10:44,-37.55455,175.4591425,1,1.870339814
004-0005-00485,16/10/20 16:10:43,-37.5545668,175.4591434,359,0.859010446
004-0005-00485,16/10/20 16:10:41,-37.5545822,175.4591449,1,1.123455801
004-0005-00485,16/10/20 16:10:40,-37.5545923,175.459145,3,1.846750925
004-0005-00485,16/10/20 16:10:39,-37.5546089,175.4591446,2,0.88481372
004-0005-00485,16/10/20 16:10:37,-37.5546248,175.4591439,355,1.075904142
004-0005-00485,16/10/20 16:10:36,-37.5546343,175.4591462,4,1.437562413
004-0005-00485,16/10/20 16:10:35,-37.5546472,175.4591452,1,1.379502717
004-0005-00485,16/10/20 16:10:34,-37.5546596,175.4591449,3,0.597823973
004-0005-00485,16/10/20 16:10:32,-37.5546703,175.4591436,353,1.563573837
004-0005-00485,16/10/20 16:10:31,-37.5546843,175.4591452,344,1.606886976
004-0005-00485,16/10/20 16:10:30,-37.5546981,175.4591506,346,0.593274941
004-0005-00485,16/10/20 16:10:28,-37.5547085,175.4591536,346,1.786858557
004-0005-00485,16/10/20 16:10:27,-37.5547242,175.4591579,346,1.718535421
004-0005-00485,16/10/20 16:10:26,-37.5547394,175.4591614,353,1.8786691
004-0005-00485,16/10/20 16:10:25,-37.5547562,175.4591636,357,0.878991202
004-0005-00485,16/10/20 16:10:23,-37.554772,175.4591641,1,1.717366767
004-0005-00485,16/10/20 16:10:22,-37.5547874,175.4591627,1,1.168211764
004-0005-00485,16/10/20 16:10:21,-37.5547979,175.4591624,7,0.952353654
004-0005-00485,16/10/20 16:10:20,-37.5548064,175.4591611,3,0.818297152
004-0005-00485,16/10/20 16:10:18,-37.5548211,175.4591603,357,0.914163634
004-0005-00485,16/10/20 16:10:17,-37.5548293,175.459161,355,0.747109061
004-0005-00485,16/10/20 16:10:16,-37.554836,175.4591616,1,1.336614367
004-0005-00485,16/10/20 16:10:15,-37.554848,175.4591608,1,1.034774469
004-0005-00485,16/10/20 16:10:14,-37.5548573,175.4591605,2,0.53773896
004-0005-00485,16/10/20 16:10:11,-37.5548718,175.4591601,1,1.513365873
004-0005-00485,16/10/20 16:10:10,-37.5548854,175.4591596,358,0.885853025
004-0005-00485,16/10/20 16:10:08,-37.5549013,175.4591608,1,1.68070038
004-0005-00485,16/10/20 16:10:07,-37.5549164,175.4591601,6,1.057497875
004-0005-00485,16/10/20 16:10:06,-37.5549258,175.4591583,358,0.917656679
004-0005-00485,16/10/20 16:10:04,-37.5549423,175.4591584,356,0.990571493
004-0005-00485,16/10/20 16:10:03,-37.5549512,175.4591588,0,1.768576255
004-0005-00485,16/10/20 16:10:02,-37.5549671,175.4591589,2,0.956738557
004-0005-00485,16/10/20 16:10:01,-37.5549757,175.4591587,359,1.814413362
004-0005-00485,16/10/20 16:10:00,-37.554992,175.4591595,1,0.840200342
004-0005-00485,16/10/20 16:09:58,-37.5550071,175.4591589,3,1.782809361
004-0005-00485,16/10/20 16:09:57,-37.5550231,175.4591577,359,1.058478434
004-0005-00485,16/10/20 16:09:56,-37.5550326,175.4591584,2,0.79767675
004-0005-00485,16/10/20 16:09:54,-37.5550469,175.459157,357,1.706272612
004-0005-00485,16/10/20 16:09:53,-37.5550622,175.4591584,353,1.248412674
004-0005-00485,16/10/20 16:09:52,-37.5550733,175.4591605,359,0.973619235
004-0005-00485,16/10/20 16:09:50,-37.5550908,175.4591599,2,1.218652252
004-0005-00485,16/10/20 16:09:49,-37.5551017,175.4591585,358,1.991091848
004-0005-00485,16/10/20 16:09:48,-37.5551196,175.4591587,356,1.169537559
004-0005-00485,16/10/20 16:09:47,-37.5551301,175.4591594,2,0.992447043
004-0005-00485,16/10/20 16:09:45,-37.5551479,175.4591578,6,1.14649683
004-0005-00485,16/10/20 16:09:44,-37.555158,175.4591552,2,1.226690515
004-0005-00485,16/10/20 16:09:43,-37.555169,175.4591542,0,1.691815927
004-0005-00485,16/10/20 16:09:42,-37.5551842,175.4591535,348,0.940057014
004-0005-00485,16/10/20 16:09:40,-37.5552009,175.4591568,354,1.744093497
004-0005-00485,16/10/20 16:09:39,-37.5552165,175.4591588,356,0.614433892
004-0005-00485,16/10/20 16:09:37,-37.5552275,175.4591601,357,1.112333162
004-0005-00485,16/10/20 16:09:36,-37.5552375,175.4591602,357,1.669932948
004-0005-00485,16/10/20 16:09:35,-37.5552525,175.459161,356,1.646789784
004-0005-00485,16/10/20 16:09:34,-37.5552673,175.4591615,3,0.552712119
004-0005-00485,16/10/20 16:09:32,-37.5552772,175.4591604,4,1.84457805
004-0005-00485,16/10/20 16:09:31,-37.5552937,175.4591583,0,1.568439455
004-0005-00485,16/10/20 16:09:30,-37.5553078,175.4591581,0,0.962228653
004-0005-00485,16/10/20 16:09:28,-37.5553251,175.4591584,353,1.05003438
004-0005-00485,16/10/20 16:09:27,-37.5553345,175.4591595,352,1.995173185
004-0005-00485,16/10/20 16:09:26,-37.5553523,175.4591623,350,1.160484382
004-0005-00485,16/10/20 16:09:25,-37.5553626,175.4591644,353,0.534918589
004-0005-00485,16/10/20 16:09:23,-37.5553721,175.4591663,356,2.223532446
004-0005-00485,16/10/20 16:09:22,-37.555392,175.4591687,359,1.837001317
004-0005-00485,16/10/20 16:09:21,-37.5554085,175.4591696,2,0.750814274
004-0005-00485,16/10/20 16:09:19,-37.555422,175.4591697,9,1.95946937
004-0005-00485,16/10/20 16:09:18,-37.5554393,175.4591655,18,1.23768876
004-0005-00485,16/10/20 16:09:17,-37.5554497,175.4591605,14,0.916811484
004-0005-00485,16/10/20 16:09:15,-37.5554656,175.459155,6,2.005149002
004-0005-00485,16/10/20 16:09:14,-37.5554835,175.4591523,1,1.182317562
004-0005-00485,16/10/20 16:09:13,-37.5554941,175.4591513,2,1.024165941
004-0005-00485,16/10/20 16:09:11,-37.5555124,175.4591487,3,1.166428961
004-0005-00485,16/10/20 16:09:10,-37.5555228,175.459147,2,1.926288383
004-0005-00485,16/10/20 16:09:09,-37.5555401,175.459146,4,1.701748071
004-0005-00485,16/10/20 16:09:08,-37.5555553,175.4591438,1,1.436187256
004-0005-00485,16/10/20 16:09:07,-37.5555682,175.4591431,1,1.601806346
004-0005-00485,16/10/20 16:09:06,-37.5555826,175.4591429,359,0.76212772
004-0005-00485,16/10/20 16:09:04,-37.5555963,175.4591425,359,1.846499159
004-0005-00485,16/10/20 16:09:03,-37.5556129,175.4591423,1,2.004071084
004-0005-00485,16/10/20 16:09:02,-37.5556309,175.4591413,10,0.841294252
004-0005-00485,16/10/20 16:09:00,-37.5556458,175.459138,22,1.264769437
004-0005-00485,16/10/20 16:08:59,-37.5556564,175.4591328,26,1.217772605
004-0005-00485,16/10/20 16:08:58,-37.5556657,175.4591255,11,1.812370935
004-0005-00485,16/10/20 16:08:57,-37.5556816,175.459121,359,1.212437136
004-0005-00485,16/10/20 16:08:56,-37.5556925,175.4591211,0,0.873863819
004-0005-00485,16/10/20 16:08:54,-37.5557082,175.4591203,3,0.847280809
004-0005-00485,16/10/20 16:08:52,-37.5557234,175.459119,357,2.024861346
004-0005-00485,16/10/20 16:08:51,-37.5557416,175.4591195,357,0.917656679
004-0005-00485,16/10/20 16:08:49,-37.5557581,175.4591194,3,1.760096723
004-0005-00485,16/10/20 16:08:48,-37.5557739,175.4591183,0,1.201411193
004-0005-00485,16/10/20 16:08:47,-37.5557847,175.4591185,3,1.106229961
004-0005-00485,16/10/20 16:08:46,-37.5557946,175.4591173,1,0.812085129
004-0005-00485,16/10/20 16:08:44,-37.5558092,175.459117,4,1.955789452
004-0005-00485,16/10/20 16:08:43,-37.5558266,175.4591138,3,1.149751702
004-0005-00485,16/10/20 16:08:42,-37.5558369,175.4591127,2,0.918922343
004-0005-00485,16/10/20 16:08:40,-37.5558534,175.4591116,3,1.574651722
004-0005-00485,16/10/20 16:08:39,-37.5558675,175.45911,2,0.970936939
004-0005-00485,16/10/20 16:08:37,-37.5558849,175.4591082,2,1.635931309
004-0005-00485,16/10/20 16:08:36,-37.5558996,175.4591076,4,0.905082925
004-0005-00485,16/10/20 16:08:34,-37.5559157,175.4591046,0,1.891234949
004-0005-00485,16/10/20 16:08:33,-37.5559327,175.4591042,6,1.658604207
004-0005-00485,16/10/20 16:08:32,-37.5559475,175.4591019,4,0.877149398
004-0005-00485,16/10/20 16:08:30,-37.5559632,175.4591,356,1.33965425
004-0005-00485,16/10/20 16:08:29,-37.5559752,175.4591013,355,1.87613058
004-0005-00485,16/10/20 16:08:28,-37.555992,175.4591032,351,0.686632458
004-0005-00485,16/10/20 16:08:26,-37.5560041,175.4591063,356,0.875646415
004-0005-00485,16/10/20 16:08:24,-37.5560198,175.4591078,356,1.793231184
004-0005-00485,16/10/20 16:08:23,-37.5560358,175.4591103,355,1.066648791
004-0005-00485,16/10/20 16:08:21,-37.5560549,175.4591125,357,1.406159776
004-0005-00485,16/10/20 16:08:20,-37.5560675,175.4591138,2,2.003703732
004-0005-00485,16/10/20 16:08:19,-37.5560855,175.4591129,8,1.555114133
004-0005-00485,16/10/20 16:08:18,-37.5560994,175.459111,6,1.002298572
004-0005-00485,16/10/20 16:08:16,-37.556117,175.4591061,7,2.063594972
004-0005-00485,16/10/20 16:08:15,-37.5561354,175.4591031,3,1.805016633
004-0005-00485,16/10/20 16:08:14,-37.5561516,175.4591019,357,1.560225057
004-0005-00485,16/10/20 16:08:13,-37.5561656,175.459103,2,0.863647595
004-0005-00485,16/10/20 16:08:11,-37.5561811,175.4591018,4,1.913726342
004-0005-00485,16/10/20 16:08:10,-37.5561982,175.4590994,3,0.963355325
004-0005-00485,16/10/20 16:08:08,-37.5562155,175.4590983,1,1.835376682
004-0005-00485,16/10/20 16:08:07,-37.556232,175.4590981,3,1.370418699
004-0005-00485,16/10/20 16:08:06,-37.5562443,175.4590972,358,0.806716492
004-0005-00485,16/10/20 16:08:04,-37.5562588,175.4590977,3,1.358402146
004-0005-00485,16/10/20 16:08:03,-37.556271,175.459097,4,1.791146416
004-0005-00485,16/10/20 16:08:02,-37.5562871,175.4590966,5,1.937819652
004-0005-00485,16/10/20 16:08:01,-37.5563045,175.4590955,0,0.578997641
004-0005-00485,16/10/20 16:07:59,-37.5563149,175.4590961,4,1.904493112
004-0005-00485,16/10/20 16:07:58,-37.556332,175.459095,5,1.090372183
004-0005-00485,16/10/20 16:07:57,-37.5563418,175.4590947,8,1.09801986
004-0005-00485,16/10/20 16:07:56,-37.5563516,175.4590932,8,0.945551764
004-0005-00485,16/10/20 16:07:54,-37.5563684,175.4590899,5,1.04650131
004-0005-00485,16/10/20 16:07:53,-37.5563777,175.4590881,6,1.933777754
004-0005-00485,16/10/20 16:07:52,-37.5563949,175.4590849,14,1.388523029
004-0005-00485,16/10/20 16:07:51,-37.5564066,175.4590794,16,0.957358077
004-0005-00485,16/10/20 16:07:49,-37.5564231,175.4590732,14,1.708180883
004-0005-00485,16/10/20 16:07:48,-37.556438,175.4590685,8,0.842042671
004-0005-00485,16/10/20 16:07:46,-37.5564531,175.4590671,4,1.857871881
004-0005-00485,16/10/20 16:07:45,-37.5564698,175.4590667,7,0.575263177
004-0005-00485,16/10/20 16:07:43,-37.5564801,175.4590655,2,1.958911185
004-0005-00485,16/10/20 16:07:42,-37.5564977,175.4590663,357,1.758004771
004-0005-00485,16/10/20 16:07:41,-37.5565134,175.4590686,348,1.069822745
004-0005-00485,16/10/20 16:07:40,-37.5565227,175.4590717,346,1.24114849
004-0005-00485,16/10/20 16:07:39,-37.5565334,175.4590757,352,0.482822972
004-0005-00485,16/10/20 16:07:37,-37.556542,175.4590772,359,1.725163125
004-0005-00484,16/10/20 16:33:25,-37.5534517,175.4591686,3,0.691230608
004-0005-00484,16/10/20 16:33:24,-37.5534578,175.4591671,3,0.834752737
004-0005-00484,16/10/20 16:33:23,-37.5534651,175.4591649,359,1.357118165
004-0005-00484,16/10/20 16:33:22,-37.5534773,175.4591647,6,0.868306915
004-0005-00484,16/10/20 16:33:21,-37.5534851,175.4591651,6,0.847589529
004-0005-00484,16/10/20 16:33:20,-37.5534927,175.4591658,6,0.435673091
004-0005-00484,16/10/20 16:33:18,-37.5535003,175.4591682,6,0.824276695
004-0005-00484,16/10/20 16:33:17,-37.5535077,175.4591687,9,0.89418211
004-0005-00484,16/10/20 16:33:16,-37.5535157,175.4591677,10,0.78531384
004-0005-00484,16/10/20 16:33:15,-37.5535225,175.4591653,10,1.250939249
004-0005-00484,16/10/20 16:33:14,-37.5535334,175.4591618,5,0.88227987
004-0005-00484,16/10/20 16:33:13,-37.5535413,175.4591627,5,0.802063343
004-0005-00484,16/10/20 16:33:12,-37.5535485,175.4591622,5,0.910291104
004-0005-00484,16/10/20 16:33:11,-37.5535564,175.4591649,5,0.628475595
004-0005-00484,16/10/20 16:33:09,-37.5535749,175.4591614,5,0.378207044
004-0005-00484,16/10/20 16:33:07,-37.5535817,175.4591613,5,1.289823931
004-0005-00484,16/10/20 16:33:06,-37.5535926,175.4591563,5,0.753974744
004-0005-00484,16/10/20 16:33:05,-37.5535993,175.459155,5,0.65449414
004-0005-00484,16/10/20 16:33:03,-37.553611,175.4591566,5,1.535375497
004-0005-00484,16/10/20 16:33:02,-37.5536248,175.4591562,8,0.824335303
004-0005-00484,16/10/20 16:33:00,-37.5536395,175.4591538,8,1.404898169
004-0005-00484,16/10/20 16:32:58,-37.5536646,175.4591502,4,1.015287197
004-0005-00484,16/10/20 16:32:57,-37.5536737,175.4591493,359,1.067842682
004-0005-00484,16/10/20 16:32:56,-37.5536833,175.4591492,358,1.069111808
004-0005-00484,16/10/20 16:32:55,-37.5536929,175.4591498,358,0.651645279
004-0005-00484,16/10/20 16:32:53,-37.5537039,175.4591549,358,1.030455517
004-0005-00484,16/10/20 16:32:52,-37.5537122,175.4591601,358,0.414160218
004-0005-00484,16/10/20 16:32:50,-37.5537168,175.4591675,358,0.090708757
004-0005-00484,16/10/20 16:32:49,-37.5537176,175.4591673,358,0.164434847
004-0005-00484,16/10/20 16:32:48,-37.553719,175.4591667,358,0.106562281
004-0005-00484,16/10/20 16:32:47,-37.5537194,175.4591656,358,0.102418135
004-0005-00484,16/10/20 16:32:46,-37.5537197,175.4591645,358,0.107949449
004-0005-00484,16/10/20 16:32:45,-37.5537195,175.4591633,358,0.095697066
004-0005-00484,16/10/20 16:32:44,-37.5537203,175.4591629,358,0.05281619
004-0005-00484,16/10/20 16:32:43,-37.5537203,175.4591623,358,0.133765753
004-0005-00484,16/10/20 16:32:42,-37.5537191,175.4591622,358,0.119141161
004-0005-00484,16/10/20 16:32:41,-37.5537183,175.4591631,358,0.158838508
004-0005-00484,16/10/20 16:32:40,-37.5537184,175.4591649,358,0.038963724
004-0005-00484,16/10/20 16:32:38,-37.5537185,175.4591654,358,0.167925489
004-0005-00484,16/10/20 16:32:37,-37.553719,175.4591672,358,0.061618891
004-0005-00484,16/10/20 16:32:35,-37.553721,175.4591689,358,0.506765254
004-0005-00484,16/10/20 16:32:32,-37.5537319,175.4591679,358,0.78741953
004-0005-00484,16/10/20 16:32:31,-37.5537388,175.4591659,358,0.808989363
004-0005-00484,16/10/20 16:32:30,-37.553746,175.4591646,358,0.894491037
004-0005-00484,16/10/20 16:32:29,-37.5537539,175.4591627,354,1.190159216
004-0005-00484,16/10/20 16:32:28,-37.5537646,175.4591627,354,0.726415443
004-0005-00484,16/10/20 16:32:27,-37.5537711,175.4591635,3,0.718426196
004-0005-00484,16/10/20 16:32:26,-37.5537775,175.4591624,5,0.758716683
004-0005-00484,16/10/20 16:32:25,-37.5537835,175.4591583,5,0.652297617
004-0005-00484,16/10/20 16:32:24,-37.5537891,175.4591561,5,0.75322833
004-0005-00484,16/10/20 16:32:23,-37.5537956,175.4591537,5,0.682146706
004-0005-00484,16/10/20 16:32:22,-37.5538017,175.4591529,5,0.671117218
004-0005-00484,16/10/20 16:32:21,-37.5538074,175.4591504,9,0.734591728
004-0005-00484,16/10/20 16:32:20,-37.553814,175.4591501,9,1.141216191
004-0005-00484,16/10/20 16:32:19,-37.553824,175.4591472,3,0.421017996
004-0005-00484,16/10/20 16:32:17,-37.5538315,175.4591459,357,1.423769078
004-0005-00484,16/10/20 16:32:16,-37.5538443,175.459146,354,0.8008548
004-0005-00484,16/10/20 16:32:15,-37.5538515,175.459146,359,0.912466855
004-0005-00484,16/10/20 16:32:14,-37.5538597,175.4591463,356,0.881942711
004-0005-00484,16/10/20 16:32:13,-37.5538675,175.4591445,356,1.312777673
004-0005-00484,16/10/20 16:32:10,-37.5538859,175.4591451,350,0.778761284
004-0005-00484,16/10/20 16:32:09,-37.5538928,175.4591466,350,0.839824509
004-0005-00484,16/10/20 16:32:08,-37.5539003,175.4591477,350,0.796765013
004-0005-00484,16/10/20 16:32:07,-37.5539074,175.4591489,357,0.858096678
004-0005-00484,16/10/20 16:32:06,-37.5539151,175.4591495,2,1.298915042
004-0005-00484,16/10/20 16:32:05,-37.5539267,175.4591478,2,0.510971693
004-0005-00484,16/10/20 16:32:03,-37.5539358,175.4591462,0,1.071428583
004-0005-00484,16/10/20 16:32:02,-37.5539454,175.4591452,2,1.147323139
004-0005-00484,16/10/20 16:31:59,-37.553975,175.4591415,354,1.636594337
004-0005-00484,16/10/20 16:31:58,-37.5539897,175.4591423,0,0.879420856
004-0005-00484,16/10/20 16:31:57,-37.5539976,175.4591419,2,0.956738561
004-0005-00484,16/10/20 16:31:56,-37.5540062,175.4591417,4,1.041752498
004-0005-00484,16/10/20 16:31:55,-37.5540155,175.4591403,355,1.546996539
004-0005-00484,16/10/20 16:31:54,-37.5540294,175.4591409,356,0.473463833
004-0005-00484,16/10/20 16:31:52,-37.5540379,175.4591415,356,1.001569527
004-0005-00484,16/10/20 16:31:50,-37.5540641,175.4591461,359,0.934330599
004-0005-00484,16/10/20 16:31:49,-37.5540725,175.4591461,3,0.84991751
004-0005-00484,16/10/20 16:31:48,-37.5540801,175.4591451,0,0.791495965
004-0005-00484,16/10/20 16:31:47,-37.5540872,175.4591445,1,0.800854799
004-0005-00484,16/10/20 16:31:46,-37.5540944,175.4591445,358,0.729449172
004-0005-00484,16/10/20 16:31:45,-37.5541009,175.4591434,358,0.673070019
004-0005-00484,16/10/20 16:31:43,-37.554113,175.4591437,356,1.605792292
004-0005-00484,16/10/20 16:31:42,-37.5541274,175.459145,351,1.182756629
004-0005-00484,16/10/20 16:31:41,-37.5541378,175.4591478,356,0.514846515
004-0005-00484,16/10/20 16:31:39,-37.5541566,175.4591496,345,1.061389915
004-0005-00484,16/10/20 16:31:38,-37.5541659,175.4591523,348,1.659164877
004-0005-00484,16/10/20 16:31:37,-37.5541806,175.4591555,353,0.752090332
004-0005-00484,16/10/20 16:31:35,-37.5541941,175.4591565,357,0.994669789
004-0005-00484,16/10/20 16:31:34,-37.554203,175.4591576,7,1.024518042
004-0005-00484,16/10/20 16:31:33,-37.5542121,175.4591558,1,1.061950042
004-0005-00484,16/10/20 16:31:32,-37.5542216,175.4591546,358,1.671787995
004-0005-00484,16/10/20 16:31:31,-37.5542366,175.4591558,3,1.090620898
004-0005-00484,16/10/20 16:31:30,-37.5542464,175.4591562,0,0.947670438
004-0005-00484,16/10/20 16:31:29,-37.5542548,175.459158,2,1.123559255
004-0005-00484,16/10/20 16:31:28,-37.5542649,175.4591582,355,0.579557603
004-0005-00484,16/10/20 16:31:26,-37.5542752,175.4591602,359,1.182317668
004-0005-00484,16/10/20 16:31:25,-37.5542858,175.4591612,1,1.213203809
004-0005-00484,16/10/20 16:31:24,-37.5542967,175.4591617,3,1.146805701
